Id,Predicted
0,.sOinkRIsiGDhkasthvAnhmhlzWudnathfekDhbilfRAnhmhlRIsrcsignifikhntlI!.
1,.SAmRakHAzintRissintelhviZhnAndREdIOstEShnz.enrjIsrvisizRIlistEtAndvencrkAphthl.
2,.hbRitiSkhmp?UtrbRAnzlyksinkliRAndEkanHAvblUmdbhtkWiklIfEdid.piRIhd_.
3,.!HIsez_itkhngikkoRnIdtisEDht?Uzikizh?UnhvrshlvyAGWijbyDhtRIlIez.
4,.?etIvinAtEtIsiksHIizkhnsidrdDhkhntRIzmOstynAmikphlithkhlfig?r!.
5,.bhtDeRpap?hleRhtIgRUpslOlI.bikhztRAnzmiShnofhnWhTslhgiSkamh_pRintiGmesI_hndmhSInzkudhn.dhbhlkWOt.top.dhbhlkWOt.tUIchDrifiShntlI!piRIhd.
6,.DhpIphlspaRtIkandREmUvdintikIphziShnzhneRIhzhvphblikAdministREShn.inklUdiGHelT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRI.
7,.sIprvyzrztOltidDhtifHIdidnSEzkamh@IWudbItRAnTrtUhphziShnkamh@AthlOrsAlrIkamh@DhdidntinvalvphblikkantAkt.piRIhd.
8,.inhsepRhtinshdhnt.h?UesdistRYrfyrdmhSInDAnWoRniGSatshtUsmolhnydedhfydbOtsDhthpROcDhkanRI@.
9,.mItWyldkamh@DIHIldDhnmenIm?UnishphlRevhn?UbandzHAzbinHhvriGrwnEtAndWhnETprsent.piRIhd_.
10,.OnlIhf?UstEtsRIkWyrhnimplYmhntkamphnsEShnfrlaktwtWrkrz.
11,..olsikstInAnhlhsinDhsrvEpRidiktiztRoGrTrdkWoRtr+DhnDhslhgiS.sekhnkWoRtr.piRIhd_.
12,.AndDEmEbIEvrlugethWEWiTDhlatnoRhvDIzphblisitImhnUvrzWiTwtdivin@hp.mhcRIlgwnd.
13,..WylnatRUliGwtDhtDI?UeskrhnsIkuddiklynOvrtym_mistrlipskIhvsAlhmhnsezHITiGksDhjuRIizstilwt_.
14,._DhgWaRdIh@HAzOnlIfiftIsevhngEts.bhtAtpIkwrz.dhzhnzhvmoRplEnzmEbIanDhgRwnd_.
15,.DhfrmseditdhzhnkamentanitstakRekhvhdEShnzoRrniGzesthmht.
16,.bikhzDhkhnsrvhtivpaRtIkhntROlzDhpaRlhmhnt.DhWinrhvDhtappaRtIpOstolsObikhmzpRymminhstr!.
17,.maRkitAkShnWhzintsenShlIdyjhstinWenzdEzRA.
18,.isikstIHyfhndEtisikstIfyvHyfhndEshplyizthnsidrdkhptrhbhl.piRIhd.
19,..pItrAfbeRIshksIdzmistrkhnniRindWaSiGthnezhvyspRezhdent!.
20,..foRmhnTsHIdAdshfrtnytsWitsf?rzAnWEtlos..
21,.shmitsHAvDeRphlitikhlbenhfitshvkoRs_natlIstDhtDhpRezhdent.damhnEtsDhn?Uz.
22,.mistrkAtshnbrggsedm?UzikhndphbliSiG!oreRIhzdiznIWudfrDriksploRWiTDhmhphts!piRIhd.
23,..injAn?UeRIDIeRhbikspIkiGmidIst.eksprts.mistrmaRcfiROzhv_hryvditEkcaRjhvDhdelhgEShn
24,.AzmizkendhlinmistrlOsIit.swTAfrkhzsentRhlghvrnmhnt.islykhbiglhmbriGtAGk!.
25,.DETiGkstElIthdEizhnIvinbetrbREkhpplEDAtinnyntInEtIsiksWindRekshlAnditsklyhntshk?Um?hlEtidDhstakpiRIhd.
26,.IvinDIhvlil?hnsanDhfloRhvDhnU?oRkstakikscEnjWhztemprdbyEf?UklIvID!.
27,.itinvytidRezdhnsthjYYnhkhmitItieRDeRdRypshgenstDhkhmphnIhnddiskhsshlUShnz.
28,.hfiShlzhntigOsthgatbhsedDhplEndignoRdrkWestthlAndAftrentriGHhndrhneRI@.
29,.stil_kamh@DhbukiznatintendidezEkofIHyfhntEbhldisplEpIs.piRIhd.
30,.lAstWIk!kamh_DhpRhRUvIhnghvrmhntoRdrdDhtolsOvrpRhdUstbystEtHyfhnOndmynzmhstbIsOldthDhsentRhlbAGk.piRIhd!.
31,.DhfilhpInmilhteRIseditHAdhnkhvrdhplybykamhnhstgriliztikilRItyRd?UesmEjrjenrhlsiGglAb_.
32,.DhfI?oGDhgRInoRbEsik!kaRd@WhljhmpttUfiftIfyvdalrz.
33,.!shmsoRshsedshm@hvDhlestRhdiShnhlHOldrzhvjenrwl.dhpbiljIksSeRzkudbItempthdbyDhpRaspethvkAphthlgEnz.
34,.bht.DhcynIzHyfhnbAktkhmehRUzizDhstRoGghstfoRsinhTRIHyfhnpaRtIRIzisthnskOhliShnkamh_hndbAkrzsEitmhstHevhROl.piRIhd.
35,.hndrDhbywtplAnkamh@shntrintendztUbiginhkAStendrofrfrolhvelhgEnIzSeRzwtstAndiGbyfRydE.piRIhd.
36,.mistrpOlOolsOOnzDhfAkShnkhmphnI!.
37,..DhRESIhvsignhldfyvhvDhmaRkitssevhnkWoRtrlIdwntrnzinDhnyntInsevhntItiEtIsevhnpiRIhd.piRIhd.
38,.Andbisydz.kamh@nAmWhzhloGtymhgO.piRIhd.
39,.HwevrinkRIsiGDhkasthvRIsrcAnhmhlzSidmOthvEtRIsrcrznatthWEsDhmanmiRlIkiRIhsoRRipeditivsthdIz.
40,.penzYlHAzbinfRediGOvrDhdItElzhvmUviGDhmhnI!evrse!.
