Id,Predicted
0,.sOinkRIsiGDhkasthvAnhmhlzWudnathfekDhbilfRAnhmhlRIsrcssignifighntlI!.
1,.SemakHAzintRhsintelhviZhnAndREdIOstEShnz.enrjIsrvhsizRIlistEtinvencrkAphthl.
2,.bRitiSkhmp?UtrbRAndslyksinkleRAndEkoRnHAvblUmdbhtkWiklIfEtid.piRIhd_.
3,.HIsez_EkhngetkoRnIdtisEDht?Uzikizhv?UnhvrshlbyAGlijbyDrRIIlIAtrz.
4,.?etIvinetEtIsiksHIhzkhnsidrdDhtkhntRIzmOstynAmikphlithkhlfig?r_.
5,.bhtDeRpap?hleRhtIgRUpslOlI.bikhztRAnzmiShnofhnWinslhgiSkamh_pRentiGmesI_hndmhSInzkudhn.dhbhlkWOt.tok.dhbhlkWOt.tUIchDrifiShntlI.piRIhd.
6,.DhpIphlspaRtIkadREtmUvdindhkIphsiShnzineRIhzhvphblikhdminhstREShn!inklUdiGHelT_ejhkEShn!lEbr_foRinRlEShnzhndAggRt.
7,.sIprvyzrztOltidHhtifHIdidhnSEzkamh@IWudbItRAnTRhtUhphziShnkamh@AthlOrsAlrIkamh@DhdinthnvalvphblikantAk.piRIhd.
8,.inhsepRhtinsidhnt.h?UesdistRYrfyRdmhSIngenWoRniGcatsAttUsmolenydethfydbOtsDhthpROcDhkanvYI!.
9,.mInWyldkamh@DI?IlDAnmenIm?UnishphlRevhn?UbandzHAzbinHhvriGrwnEtAndWhnETprsent.piRIhd_.
10,.OnlIhf?UzstEtsRhkWyrhnimplYEmhntkamphnsEShnfrlakdwtWrkrz.
11,.olsikstInAnhlhsinDhsrvEpRidikkIztRoGgrzrdkWoRtr@DenDhslhgiS.sekhnkWoRtr.piRIhd_.
12,.AndDEdmEbIEvilugethWEWiThlatnoRhvDUzfhblisitImhnUvrzWiTwtgivin@hp!mhcRIOlgwnd.
13,.WylnatRUliGwtDhtDI?UeskrhnsIkuddiklynOvrtym_mistrlipskIhvsAlhmhn@sezHITiGksDhjuRIhzstilwt_.
14,._hgWaRdIAHAzhnlIsiftIsevhngEtsbhtAtpIkwrz.dhzhnzhvmoRplEnznEbIanhgRwnd.
15,.DhfrrmseditdhzhnkamentanitstakRekhvhnEShnzoRrdiGzesthmhnt.
16,.bikhzDhkhnsrvhtivpaRtikhntROlzdipaaRlhmhnt.DhWinrhvDhtappaRtIpOstolsObikhmzpRymminhstr_.
17,.maRkitAkShnWhzhntsenchlIddAjestiG!WhnzDEzRw.
18,.DisikstIHyfhndEthsikstIfyvHyfhndEshplyizthnsidrdkhptRhbhl.piRIhd.
19,.pItrefbeRIshksIdzmistrkhniRinWaSiGthnezhvyspRezhdent.
20,..frmndsHIdAdshfrdnytsWRtsf?rzAndWEtlos..
21,.shmitsHAvDeRphlitikhlbenhfitshvkoRs_nattlIstDAtDhpRezhdent.damhnEtsDhn?Uz.
22,.mistrkAtchnbrgsed?UzikhnphbliSiG!oReRIhzdiznIWudfrDriksploRWiTDhmhphts.piRIhd.
23,.injAn?UeRIDIeRhbikspIkiGmEdIst.eksprt.mistrmaRcHiROsof_hRyvtitEkcaRjhvDhdelhgEShn.
24,.AzmizkendhlinmistrlOsIht.swTAfrkhsencRhlghvrnmhnt.izlykhbiglhmbriGtAGk_.
25,.DEziGkstElIthdEizhnIvidbetrbREkhpplEDAtinnyntInEtIsiksWhndRekshlAnditsklyhntshk?Im?hlEtidDhstakpiRIhd.
26,.IvinDIhvOl?hnzanDhfoRhvDhnU?oRkstakikscEnjWhztemprdbyhf?UklIvIl!.
27,.itinvythdRezhdhnsthjYnhkhmitItieRDergRypshgempstDhkhmphnIAnddiskhsshlUShnz.
28,.hfiShlzhntigOshgOtDOsedDhplEndignoRdrpWeststUlAndAftrentRiGHhndrineR!.
29,.stil_kamh@DhbukiznatintendhdizEkofIHyfhntEbhldisplEpIs.piRIhd.
30,.lAstWIk.kamh_DhpRUvIhnghvrmhntoRdrDhtolsOvrpRhdUstbystEtHyfhnOndmynz!mhstbIsOldthDhsentRhlbAGk.piiRIhd.
31,.DhfilhpInmilhteRIseditiHAdhnkhvrdhplybykamhnhstgRiliztikilRItyrd?UesmEjrjetRhlsiGglhb_.
32,.DhfI?onDhgREnoRbEsik_kaRd.WhljhmpttUfiftIfyvdalr_.
33,.!shmsoRshsedshmhvDhlestRhdiShnhlHOldrzhvjenrw.dhpbeljIksSeRzkudbItemptidbyDhpRaspekhvkAphthlgEnz.
34,.bhtDhcynIzHyfhnbAktkhmRRUnzizthstRoGghsfoRsinnhTRIHyfhnpaRtIRIzisthnskOllrShpkamh_hnddAkrrzsEitmhstHAvhROl.piRIhd.
35,.hndrDhbywplAnkamh@shntrhntenztUbiginhkAStendrofrfrolhvelhgEnIzSeRzwtstAndiGbyfRydE.piRIhd.
36,.mistrpOlOolsOOdzDhfAkShnkhmphnI.
37,.DhRESOsignhltfyvhvDhmaRkitsevhnkWoRtrlIdwntrnzinDhnyntInsevhntUthEtIsevhnpiRIhd.piRIhd.
38,.AndbIsydzkamh@nAmWhzhloGtymhgO.piRIhd.
39,.HwevrinkRIsiGDhkasthvRIsrcAnhmhlzSudmOthvEtRIsrcrznattUWEsDhmanmeRlIk?uRIhsoRRipetitivzsthdIz.
40,.penzYlHAzbinfRediGOvrDhdUtElzhvmUviGDhmhnI!evrsn.
41,..lAstHyfhnmenit!mIdIEShnhtwnsfwndrdOvrDIiSUzhvpwrHyfhnSeRiG_AndpIsHyfhnmanhtsRin.piRIhd!.
42,.bhtlukhlithlfrlr_dASDeRaRWEzrwnHyriGfRIsiz.piRIhd.
43,.mIntymmoRdhpaRcrzlUmenIfiRzDhtDIabrtUnhtIhz.
44,.HIvAl?UzDhpyplynAsetsAtTRIbil?hndalrzsemhkOlhn_DhSip.bildiGaprEShnzht.tUbil?hndalrz.shmikOlhn.AndDIothmOthv?UnitAtmoRDhnWhnbil?hndalrz.piRIhd_.
45,.nUmrhskamRAdzWrhpYntid.mOsthvHRUmgRAcWREtidfrm?UnhvrshtIsinkamhnhstblaknEShnz.
46,.itmEbIDhtaRstRhkcrhndmhlthplishtIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
47,.joRdzIaRkhnErDhsekhnd.WhznEmdtiDhn?UpOsthvsIn?rvyspRezhdent.incaRjhvloGREndplEtiGinRilEtidghvrvhntRIlEShnz.
48,.DhRizhltWhzpk!.
49,.WIkApbIdogmAtikhbwtitpiRIhd!dhbhlkWOt.
50,.Adsjem@hdivUZhnmAnhjrfohRItEvr.itsUdalgIt.dolgoR.
51,.itizhpatiSiGkamh-AdolshndishpYntiGikspiRIhtspiRIhd!.
52,.DEklEmDEshksIdidinDishbjektivkamh@htjhdsOfeR@sezDhRekrd.SOzhsOvIetsnevrhgRIddt_semikOlhn_ifDEdidhndkamh_WySudWE!kWeschmaRk.
53,.inshminsthnsrzkamh@mAnenjbnhntizlrniGhvDIzmIdiGGsUWlHyfhnplEst!mOlz.piRIhd!.
54,.WIvrjenthlmenhhbwtit.piRIhd_.
55,.?UesWoRSipshndHelhkaptrz_cEsthWEhnranIhnWoRSetfrmhkanhvlynhfoRkUEtItAGkrzinDhpReZhnghlz!.
56,.DhREtiGkhnsenolsOplEst!DhsiGghHyfhnEtIHyfhn.tUsIn?hdetREtiG_OsIgAspekshz.tekshzgAstRAnzmiShn?UnhtonRIv?Ukamh_WhT.ThRekShnansrdhn.piRIhd!.
57,.mOstimpoRthnhlIkamh@zhbukkamh@lykDIigzivitkamh@pRrzenshnhngEjiGsrvEhvinrlEstfoRmztiDhsencrIz.dAS!WhnWIkinlrdfRhmAndhnjy.piRIhd.
58,.DhbRitiSphblikHhzgatn?UztUinjYntshchlinIleftthstoRIzezpaRthvitsReg?hlrn?UzpEprdyht_.
59,.DEkhnbIleRIhslIfhnIkamh.AzWelezHylIfektivtUlzfrsAtyr_piRIhd.
60,.ekhnamikAghnEkamhh@moRDhnRIfoRmkamh@HhzpRydhdpOlhndtiletDhRipeRmAntlUz.piRIhd!.
61,.DhSAthlWudbIDhfrsttUliftakshnsDhnyntInEtIsikschntriksplOZhn!.
62,.WhnizDAtWIWhlHAvDhsrplAsbhtSudhnt!.
63,.DhplAnWhzdiskhvrdeftrdikOdiGdAdhkApcrdilAsthWIksrestrtWentIRebhllIdrz.
64,.maRkitAkShnWhzhsenShlIdhjestiGWenstEzrAlIpiRIhd.
65,.AndshmcEnzkamh@shcezHhtEkoRprEShnkamh@SeRdinkoRprEShnAndHytHOtelzkoRprEShn.kamh.insistEWhlmEtplenIhvRUbzhvElhthlAtbaRginREts.piRIhd_.
66,.bhtbOskhmphnIESudbethfitfrmhnhptrninDIWylAnhnnhcRhlgAspiznhnts.
67,.DhgOldkaRd.WicinkRUzhf?UhdiSnhlsrvhsUzWhnwkasthnsevhnIfyvdalrzI.
68,.mistryzhdmhn.DIaphziShnbizismAnsezaRnUfOizhtDhshlUShnbhtDeRizhnenIshlUShnWiTwtaRnUsn.
69,.AftrDhTrtIHyfhndEpiRIhdkamh_DhSeRzWudbIkhnhvrthbhlAthllOrRISO..
70,.hksepthdbidzREnjdfrmsikspYntTRIEtfyvprsent.tsikspYntfoRTRIsiksprsent.
71,..DeRaRolWIshmpeshmistAndseniks!sedhfloRspeShlhst_.
72,.tUstIphlfol.khnmInHyrinflEShn!hndivenchlIHyrintRictREts.
73,._DhbAGkHOldiGkhmphnIzflEtidhnhDrfiftIvil?hndalrsEl@frnekstUUzdE..
74,.DhRIkol@ikspAndzanhWhzdRolhvhDrvadhlzbIgathnrlIrDUsWIk!.
75,.pRabhblIDhlaRjhstkhntRib?htr.thDhrniGzhptrnfrmEjrpRhdUsrz.izhn?UpEstRhkcrHAmrdwthndDhHevhlI?Un?hnyzdhDhsifiknoRTWest.
76,.inhdiShnnUklIRfRIzOnzofhninklUdRnjnhntsthtRikWyridniklIRWephnz!DiplYdhjEshnzhvDizOln_onlAndoRAtsU.pIphldbA!.
77,.bhtDhfedrRIzrvhndmistrgRInspAnaRlyklItibIWrkiGaRdtikIpinflEShndwn.
78,.tUilIvIEtHizkhndiShnkamh@mistrpathsenstapstEviG.piRIhd!.
79,.bhtDerolsORis.
80,.inoRdrtistEkhmpethtivvhtDhpRilifrEtiGnembrsmolnan?Un?hnaprEShnzinDhRIdhn.mOskhmphnIzHAvshksesfhlIskWIdzshvsAnchlWEdzkhnseShnzfrmlebr?Un?h.
81,.DIAktWhzizhnnAcRhlfrHimezIdiGpuRkkamh@HItOldhfRend.piRIhd..
82,.nwkamh@WImhstHAvhnn?UshmTiGdASoR_dAs@hDrntUinstRDhtDIelDrlItnatbIWyptwtfynAnthlIendImOShnhlIbyhlingriGkamh@fynhlillis.piRIhd!.
83,.mistrbeRIHAdbinpRezhdenthvHaRdmensisthmzh?UnithvfigIintrnAShnhlinkoRprt.
84,.DEfbenin?UdsinDI?UessensDIrlInyntInsevhntItspiRIhd.
85,.itWhzhntthgivhWYE.
86,.ifitizOWanTiGitshnhDr+.
87,.bhtDis?iRkamhpaRtIbAthlzrleskhntenchshndhktrpolkamh@HUizanhbAlht!indfoRtIsikstEtskamh@HOpsfrhtlIsWhnmil?hnvOts.piRIhd.
88,.bhtifDhHistrIhvhDrAfrkhnnEShnzUzenIgyd_Wyts.indenzhndsmolblAk.tRybSudfiRDh!.
89,.OlddpIphlSunatHAvthlivWiTDhkansthtiRIDhbEkudendeprUindidevRIWEbyDAtlAsdOlnhskkamh@lIviGhdesthtUtspws.piRIhd.
90,.bhtDhbOzWOntgivhppiRIhd_.
91,.telhviZhnsetmEkrz.RegrhlIskejRUltIvIpROgRAmiGbhgAn?iR.hvlostwtthDhjApnIzAnDI?uRhpIhns.
92,.DAtsmoRlesWhtDhblUkcip!ikanhmissikspekt_.
93,.DhSOthlWudbIDhfrsttUliftofsenshnnyntInEtIsikscRAlhnjriksplOZhn.piRIhd_.
94,.HIAdid.kOlhn@dhbhlkWOt_DEnIofrDEkamhzEnizgOiGhbIhRiv?Ud..
95,.menI@hDrz.kamh@hvEtiGtAksiz!kamh@dUitanDhsly.piRIhd_.
96,.foRigzAmphl_itlykstaksDhtselethllOmhlthbhlhvDhkhmphnIzbukvAl?U.orAsetsmyndhslyhbilhtIzprSeR_.
97,.nwsIbh@iztRyGtUmEkhmen.
98,.AGgrdlikUd.hfiShlzkhmfInDeRHykoRtijahjmistrAmrovlAsshmr.piRIhd.
99,.inWelselekskivithntAthlEEtrdEt!.
100,.dhbhlkWOt.foRDhRekrddhbhlkWOt_iShnnhkwnthvhtofkamhshksesfhlbiznizmAndzteRhbhlWaSiGtunikspiRIhdz.
101,.foRthztapEdkamhHIpiktkantRAkthndoRghnyziGcIfWoltrSI_kam@HUendidHizOnbidthbIpRezhdentbybAkiGmistrmhkaRTIpiRIhd.
102,.AkcrhRI!kamh@sinshzgRondhTrdIEdylekhthllAtkamh@dhbhlkWOt!HIsez.piRIhd.
103,.DisizhvDhtymtitEkDhcAnsinAskDhmmAtsezmistrAphlban.HUAdzDAtHizHOlfOnHizbhd.
104,.DhsitIkhnpRabhblIHAndhltUpROgRAmzkamh@sezSaRpmhmoRIhlAvministREtrcaRlzkOk_kamh@dhbhlkWOOt_bhtTRIrfoRtubIpRablhmAtik_piRIhd.dhbhlkWOt.
105,.itshbwtWyksevhntIndEzinhbEDIzlyfkamh@dhbhlkWOt.sezmistrdikI!kamh_hvetrhnighztIcrdHiRhjhpAn.piRIhd_.
106,.Dhn?UdIlbwtsOShlsik?uRhtIkamh@hndDhn?UfRentiRbRotmedhkeR.piRIhd!.
107,.bhtDeRpap?hleRhtIgRUslOlIbikhztRAnzmiShnolfhnlislhgiS_kamh@pRindiGmesIAnmhSInzkudhn.dhbhlkWOt.tapdhbhlkWOttIchDrhfiShnlI.piRIhd_.
108,.hnathdolhnApIWiTlht!.
109,.hsOsIEtidenz!nhtizeRkOh@izhjenRhlpaRtnrDeRkOlhHOtelpaRnrzhndHAzhWhnpRrsentjenRhlpaRtrintRhstinDhpaRtnrSit..
110,.AnelsrvisizWelzWhnsDerdReldkamh_lwmikdrmht.biltofSoRdRiliGRAgz.
111,.bhthtempstyzlEthmistInoRdifekthvpROtIndinDhmeshltiSUhvmesf?Ulrdisthf?UpEShnz_HAvloGpRUvdfRestrEtiG!piRIhd_.
112,.DAtsmoRrlAsWht.DhplUdcipikanhmistsikspektpiRIhd!.
113,.?etDhbendhspOstizbendiGOvrbAkWhdrdtikhmpyWiT?UesdimAndzfrmoRAkses.piRIhd.
114,.foRmenIjAphnIzkhmphnIzitWhzDhfrsttymmhDEdevrsInhnhmeRhkhninvestrsezmistreRhn.
115,.DhRwTWelsoghintenshfydkRitisizhmOvrDhWestrnostEl?hnghvrmhntspIlEShnSippWiTanthpRhnrz_shcezmistrbandAndmistrHOmzhkoRtkamh_HUmDhghvrmhnthsisthdfynAnShlI!piRIhd.
116,.dhbhlkWOt_WIjist.gethgitsyndkamhAndDAtmaRkihlRispandpiRIhddhbhlkWOt_.
117,.!hbwtWhnpYntfyvbil?hndalrzhvdetizhndrRIv?U@.
118,.innyntInEtIkamhDhflEmzRIzUmdHOmgEmzpiRIhd!.
119,._dhbhlkWOtifWIkIpDhsepkamhWhldyWiDeRflAgpiRIhd!dhbhlkWOt_.
120,.DhnASnhlAvRijWhzfoRpYntsiksTRIprsent.hnddisembr@nyntInEtIsiks.
121,._itHAdhjrmAthkhsektanDhgEm!piRIhd.dhbhlkWOt..
122,._DhdedlynfrdUiGsOizfebURItWenIfrst.tUmhnTsbIfoRjhletsEphltWenIfrzdAn?UhlmItiG.
123,.WytplerzdRifthbAkkamhenteShnzIzdpiRIhd!.
124,.frmhnsetsmEjr.dItshndbrnI!RipoRthdlIdYnDhkRwdhvolstRItHwsizkhtiGDeRnyntInEtIsevhn@ybIemrniGzesthmhnt.
125,.DeRznOdwtWIvtUminiStDhsOvIhtTRetfiRIshpstAnchlIinDhlAst?iR_sOsmhnhsOthRepisenhktivDenWebr_.
126,.HOltelzkhn?UzdDhtekkalhjItshpRIdikt.WhnbiznnisWhlbIhn?UZUWhlIslO@hndDhsWinmoRdiskwniGiznUnd.
127,.?estrdEzhnwnsbhnbyRepRizenhthvHwrdmInzthHwsWhllOtanDhstimizhmenmhntseprhtlIfrmDIOvrolkanfRhnsrpoRt_piRIhd.
128,.DhkhmphnIolsOdOnEtidsiftITwzhndalrztUhlOkhlinvynRhnnethlgRUp_thHyrspeShlistUhvAl?URItDhkhmphnIzplyAntsthklIdhpkhntAmhnEtidsyps.
129,.stRoGimpoRtHwevrmInAtdhmestikdimAndRytnwistRoG_WhncurWEtikrbhtREddefhsthtizthHAvhfuldlOnrseS.
130,.AneRkOizspOkshmhnsedDhkhmphnIformDhvencr_tikRIEthvfynAnsiGhtIEkhlfrf?UcrHOtelpRajekts.
131,.dhbhlkWOt_DeRizhnmhcpRagResinsevhntIndEz.piRIhd.
132,.DhklhbnwfIldzhnnhmbrhvtImzfoRveRIhsEjlevhlz.piRIhd_.
133,.DhbendhspOstsmhndaphlIHhzbikhmhlytniGRadfrkRitisizhmbyDI?Ueshnd@hDrtREdiGpaRtnrzhvjrmhnIzklOzddoRz.piRIhd.
134,.DhfrmseditdhzhnkamenhninstakRekhmhndEShnzoRrniGzesthmhts.
135,.itdinnydenhfynDhbyrzoRdisklOztrmzhnDhsElz.
136,.nw.sIbOiztRyGtUmEkhmenz.
137,.!dhbhlkWOtytOldemidsDIendhvydIalhjIkamhdhbhlkWOt_sezmistremrAvkamh@hpaRtIvetrhnpiRIhd.
138,..DhbAGkHOldiGkhmphnIslEtidhnhDrfiftImil?hndalrsElfrnekstUzdE!.
139,.nOfrmplAnHAzbendivyzd.bhtitizhndrkhnsidrEShntURiv?UDhHOlstRhkcr_HIsed.
140,.HIkudpResmistrROlhntisilHimpaRthvlonROzpoRtfOlIO.piRIhd.
141,.ybIemfelWhnhndsebhnEtTs.tUWhnHhndrdtWenIAndTRIEts.anmoRDhntUpYntfyvmil?hnSeRz.
142,.nObhdInOzHwDhswTAfRhkhnghvrmhntlhRIAkt_.
143,.DhkhmphnIsedAlfRtindEvidbilzplAndhkhnvrtDeRkamhnSeRz!dOiGDhTrdIHyfhndEpiRIhd.piRIhd..
