Id,Predicted
0,.sOinkRIsiGDhkasthvAnhmhlzWudnathfektDhbilfRAnhmhlRIsrcsignifikhntlI!.
1,.SAmakHAzintRistintelhviZhnAndREdIOstEShnz.enrjIsrvisizRIlistEtAndvencrkAphthl.
2,..hbRitiSkhmp?UtrbRAnslyksinkliRAndEkanHAvblUmdbhtkWiklIfEdid.piRIhd_.
3,.!HIsez_EtkhngikkoRnEtisEDht?Uzikizh?UnhvrshlbyAGlijbyDhtRilIez.
4,.?etIvinAtEtIsiksHIizkhnsidrdDhtkhntRIzmOstynAmikphlithkhlfig?r!.
5,.bhtDeRpap?hleRhtIgRUpslOlI.bikhztRAnzmiShnofhnWhslhgiSkamh_pRintiGmesI_hndmhSInzkudhn.dhbhlkWOt.top.dhbhlkWOt.tUIchDrifiShntlI!piRIhd.
6,.DhpIphlspaRtIkandREmUvdintikIphziShnzhneRIhzhvphblikAdministREShn.inklUdiGHelT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRI.
7,..sIprvyzrztOltidDhtifHIdidnSEzkamh@IWudbItRAnTrtUhphziShnkamh@AthlOrsAlrIkamh@DhdidntinvalvphblikkantAkt.piRIhd.
8,.inhsepRhtinshdhnt.h?UesdistRYrfyrdmhSInDenWoRniGSatshtUsmolhnydedhfydbOtsDhthpROcDhkanR!.
9,.mItWyldkamh@DI?IldDhnmenIm?UnishphlRevhn?UbandzHhzbinHhvriGrwnEtAndWhnETprsent.piRIhd_.
10,.OnlIhf?UzstEtsRIkWyrhnimplYmhntkamphnsEShnfrlaktwtWrkrz.
11,..olsikstInAnhlhsinDhsrvEpRidiktiztRoGrTrdkWoRtrDhnDhslhgiS.sekhnkWoRtr.piRIhd_.
12,.AndDEmEbIEvrlugethWEWiTDhlatnoRhvDIzphblisitImhnUvrzWiTwtdivin@hp.mhcRIlgwnd.
13,.WylnatRUliGwtDhtDI?UeskrhnsIkuddiklynOvrtym_mistrlipskIhvsAlhmhnsezHITiGksDhjuRIizstilwt_.
14,._DhgWaRdIAHAzOnlIfiftIsevhngEts.bhtAtpIkwrz.dhzhnzhvmoRplEnzmEbIanDhgRwnd.
15,.DhfrmseditdhzhnkamentanitsstakRekhvhdEShnzoRrniGzesthmht.
16,.bikhzDhkhnsrvhtivpaRtIkhntROlzDhpaRlhmhnt.DhWinrhvDhtappaRtIpOstolsObikhmzpRymministr!.
17,.maRkitAkShnWhzintsenShlIdyjhstinWenzdEzRA.
18,.isikstIHyfhndEtisikstIfyvHyfhndEshplyizthnsidrdkhmptrhbhl.piRIhd.
19,.pItrAfbeRIhshksIdzmistrkhniRindWaSiGthnezhvyspRezhdent!.
20,..foRmhnTsHIDAdshfrtnytsWitsf?UrzAndWEtlos..
21,.shmitsHAvDeRphlitikhlbenhfitshvkoRs_natlIstDhtDhpRezhdent.damhnEtsDhn?Uz.
22,.mistrkAtshnbrgsedm?UzikhndphbliSiGoReRIhzdiznIWudfrDriksploRWiTDhmhpits!piRIhd.
23,..injAn?UeRIDIeRhbikspIkiGhmidIst.eksprts.mistrmaRcfiROzov_ryvditEkcaRjhvDhdelhgEShn
24,.AzmizkhndhlinmistrlOsIit.swTAfrkhzsentRhlghvrnmhnt.izlykhbiglhmbriGtAGk_.
25,.DETiGkstElIthdEizhnIvinbetrbREkhpplEDAtinnyntInEtIsiksWindRekshlAnditsklyhntshk?Um?hlEtidDhstakpiRIhd.
26,.IvinDIhvil?hnsanDhfloRhvDhnU?oRkstakikscEnjWhztemprdbyEf?UklIbITl!.
27,.itinvytidRezdhnsthjYYnhkhmitItieRDeRdRypshgenstDhkhmphnIhnddiskhsshlUShnz.
28,.hfiShlzhntigOshgatbhsedDhplEndignoRdrkWestthlAndAftrentriGHhndrhneRI@.
29,.stil_kamh@DhbukiznatintendidezEkofIHyfhntEbhldisplEpIs.piRIhd.
30,.lAstWIk!kamh_DhpRUvIhnghvrmhntoRdrdDhtolsOvrpRhdUstbystEtHyfhnOndmynzmhstbIsOldthDhsentRhlbAGk.piRIhd!.
31,.DhfilhpInmilhteRIseditHAdhnkhvrdhplybykam?hnhstgriliztikilRItyRd?UesmEjrjenRhlsiGglhb_.
32,.DhfI?hGDhgREnoRbEsik!kaRd@WhljhmppttUfiftIfyvdalrz.
33,.!shmsoRshsedshm@hvDhlestRhdiShnhlHOldrzhvjenrwl!dhpbiljIksSeRzkudbItempthdbyDhpRaspekhvkAphthlgEnz.
34,.bht.DhcynIzHyfhnbAktkhmehRUziztistRoGghstfoRsinhTRIHyfhnpaRtIRIzisthnskOhliShnkamh_hndbAkrzsEitmhstHevhROl.piRIhd.
35,.hndrDhbywtplAn.kamh@shntrintendztUbiginhkAStendrofrfrolhv+elhgEnIzSeRzwtstAndiGbyfRydE.piRIhd.
36,.mistrpOlOolsOOnzDhfAkShnkhmphnI!.
37,..DhRESIhvsignhldfyvhvDhmaRkitssevhnkWoRtrlIdwntrnzinDhnyntInsevhntItiEtIsevhnpiRIhd.piRIhd.
38,..Andbisydzkamh@nAmWhzhloGtymhgO.piRIhd.
39,.HwevrinkRIsiGDhkasthvRIsrcAnhmhlzSidmOthvEtRIsrcrznatthWEsDhmanmiRlIkiRIhsoRRipeditivsthdIz.
40,.penzYlHhzbinfRediGOvrDhDItElzhvmUviGDhmhnI!evrse!.
41,..lAstHyfhnmenht!mIdIEShnhtwmpsfwndrdOvrDIiSUzhvpwrHyfhnSeRiG_AndpIsHyfhnmanhtRiG.piRIhd.
42,.bhtlukhlithlfrDr_dASDeRaRWEzrwnHyriGfRIzhz.piRIhd!.
43,.mIntymmoRdhpaRcrzlUUmenIfiRzDhtDIaprtUnhtIizfh!.
44,.HIvAl?UzDhpyplnAsetsAt.TRIbil?hndalrzsemhkOlhn_DhSip.bildiGaprEShnzht.tUbil?hndalrz.semikOlhn.AndDIothmOtiv?UnitAtmoRDhnWhnbil?hndalrz.piRIhd_.
45,.nUmrhskamRAdzWrhpYnthd.mOsthvRUngRAcREtidfrm?UnhvrshtIzhndkam?hnhstblakmEkShnz.
46,.itmEbIDhtaRstRhkcrhndmhlthplishtIhvkoRprEShnzizhnDhmOstifektivfrDhf?Ucr_.
47,..joRdsIaRkhniRADhsekhnd.WhzDEmztiDhn?UpOsthvsIn?rvyspRezhdent.incaRjhvloGREndplEtiGinRilEtidghvrvhntRIlEShnz.
48,.DhRizhltmhzpaht!.
49,.WIkAnbIdogmAtikhbwtitpiRIhd!dhbhlkWOt.
50,.Adzjem@hdiviZhnmAnhjrfoRhRItElr.itshdogIt.dolgWRO@.
51,..itizhplhtiSiGkamh-AtofhndishpYntiGikspiRIhpspiRIhd_.
52,.DEklEmDEsiksIdidinDhshbjektivkamh@bhtjhjsOfeR+sezDhRekrd.SOzDhsOvIetsnevrhgRIddYt_semikOlhn_ifDEdidhntkamh_WySudWE!kWeschnmaRk!.
53,.inshminsthnsizkamh@mAnhnjmhntizlRniGhvDIzmItiGsUWelHyfhnplEst!mOlz.piRIhd.
54,.WIWrjenthlmenhhbwtit.piRIhd_.
55,.?UesfoRSipshndHelikaptrz_cEsthWEAndranIhndWoRSipfrmhkanhvYdhfoRkUWEtItAGkrzinDhpReZhnghlf!.
56,.DhREtiGkhnsrnolsOplEst!DhsiGghlHyfhnEHyfhn.tUsIn?rdetREtiG_hsIesekshz.tekshsgAstRAnzmiShn?UnhtonRIv?Ukamh_WiT.diRekShnansrthn.piRIhd.
